Location,Key,Value,State,FactSource
GOONGEE,Electorate,Mallee,VIC 
Eglinton,Electorate,Pearce,WA 
George Town,Electorate,Grey,SA 
Georgetown,Electorate,Grey,SA 
Georgetown,Electorate,Grey,SA 
Hampton,Electorate,Grey,SA 
Little Hampton,Electorate,Grey,SA 
Nelson,Electorate,Grey,SA 
TAR BARREL CORNER,Electorate,Flinders,VIC 
Iron Knob,Electorate,Grey,SA 
Iron Knob,Electorate,Grey,SA 
KORWEINGUBOORA,Electorate,Ballarat,VIC 
Cultana,Electorate,Grey,SA 
Wilgoyne,Electorate,Durack,WA 
Charleston,Electorate,Grey,SA 
Kilto,Electorate,Grey,SA 
Klaebes,Electorate,Grey,SA 
Karranadgin,Electorate,Durack,WA 
Holyrood,Electorate,Grey,SA 
SMEATON,Electorate,Ballarat,VIC 
ARCHDALE JUNCTION,Electorate,Mallee,VIC 
Chittering Heights,Electorate,Pearce,WA 
KANGAROO HILLS,Electorate,Ballarat,VIC 
BRIM EAST,Electorate,Mallee,VIC 
Gabbin,Electorate,Durack,WA 
Bencubbin,Electorate,Durack,WA 
Millerton,Electorate,Grey,SA 
MOOROOKYTE,Electorate,Ballarat,VIC 
MOOROOKYLE,Electorate,Ballarat,VIC 
COWANGIE,Electorate,Mallee,VIC 
Walyormouring,Electorate,Durack,WA 
Karranadgin,Electorate,Durack,WA 
SWANWATER,Electorate,Mallee,VIC 
Lake Deborah,Electorate,O'Connor,WA 
Horseshoe Bend,Electorate,Lyons,TAS 
ST ARNAUD NORTH,Electorate,Mallee,VIC 
Central-Nth Ward  Goomalling,Electorate,Durack,WA 
BLAMPIED,Electorate,Ballarat,VIC 
GLENGOWER,Electorate,Bendigo,VIC 
MERRICKS,Electorate,Flinders,VIC 
COLBROOK,Electorate,Ballarat,VIC 
Warrattata,Electorate,Grey,SA 
Nabowla,Electorate,Bass,TAS 
GLENGOWER,Electorate,Bendigo,VIC 
WAREEK,Electorate,Bendigo,VIC 
Gabbia Yandirt,Electorate,Pearce,WA 
WILKUR SOUTH,Electorate,Mallee,VIC 
DALYENONG,Electorate,Mallee,VIC 
ARCHDALE JUNCTION,Electorate,Mallee,VIC 
Upper Blessington,Electorate,Bass,TAS 
Breera,Electorate,Pearce,WA 
CRAIGIE,Electorate,Bendigo,VIC 
ALMA,Electorate,Bendigo,VIC 
RATHSCAR,Electorate,Bendigo,VIC 
Yanchep,Electorate,Pearce,WA 
LEONARDS,Electorate,Ballarat,VIC 
Brenda Park,Electorate,Barker,SA 
COPE COPE,Electorate,Mallee,VIC 
LITCHFIELD,Electorate,Mallee,VIC 
Bolgart,Electorate,Durack,WA 
PARWAN,Electorate,Ballarat,VIC 
Merricks Beach,Electorate,Flinders,AHO 
Cowcowing,Electorate,Durack,WA 
Cowcowing,Electorate,Durack,WA 
CARAPOOEE,Electorate,Mallee,VIC 
MADDINGLEY,Electorate,Ballarat,VIC 
GOLDEN POINT,Electorate,Bendigo,VIC 
Scotia,Electorate,O'Connor,WA 
MERRICKS BEACH,Electorate,Flinders,VIC 
KORWEINGUBOORA,Electorate,Ballarat,VIC 
EYNESBURY,Electorate,Lalor,VIC 
BERROOK,Electorate,Mallee,VIC 
False Bay,Electorate,Grey,SA 
PENTLAND HILLS,Electorate,Ballarat,VIC 
MAJORCA,Electorate,Bendigo,VIC 
Hacklins Corner,Electorate,Grey,SA 
ARCHDALE,Electorate,Mallee,VIC 
Paruna,Electorate,Barker,SA 
Paruna,Electorate,Barker,SA 
Balnarring Beach,Electorate,Flinders,AHO 
HOPEVALE,Electorate,Mallee,VIC 
Port Bonython,Electorate,Grey,SA 
Port John Bonython,Electorate,Grey,SA 
Port Weeroona,Electorate,Grey,SA 
BROPHYS CROSSING,Electorate,Lalor,VIC 
Kanni,Electorate,Barker,SA 
YAAPEET,Electorate,Mallee,VIC 
Beaumonts,Electorate,Barker,SA 
Bundilla,Electorate,Barker,SA 
BALNARRING BEACH,Electorate,Flinders,VIC 
MERRICKS NORTH,Electorate,Flinders,VIC 
MARYBOROUGH (JACK PASCOE RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
MARYBOROUGH,Electorate,Bendigo,VIC 
Morphetts Flat,Electorate,Barker,SA 
WERRIBEE,Electorate,Lalor,VIC 
ST ARNAUD,Electorate,Mallee,VIC 
MOSQUITO FLAT,Electorate,Bendigo,VIC 
SAILORS FALLS,Electorate,Ballarat,VIC 
Yetelling,Electorate,Durack,WA 
YANCHEP,Electorate,Pearce,GA 
Township  of North West Bend,Electorate,Barker,SA 
BALNARRING BEACH,Electorate,Flinders,GA 
Point Lowly,Electorate,Grey,SA 
Pyap Central,Electorate,Barker,SA 
Myrla,Electorate,Barker,SA 
MARYBOROUGH,Electorate,Bendigo,GA 
WYNDHAM VALE,Electorate,Lalor,VIC 
Baldina,Electorate,Grey,SA 
BEULAH,Electorate,Mallee,GA 
LEONARDS HILL,Electorate,Ballarat,VIC 
Ramco Heights,Electorate,Barker,SA 
Beyrangup,Electorate,Pearce,WA 
GREENDALE (EGANS RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
CAMPBELLTOWN,Electorate,Bendigo,VIC 
BLAKEVILLE,Electorate,Ballarat,VIC 
Bindoon,Electorate,Pearce,WA 
Bindoon,Electorate,Pearce,WA 
BEULAH,Electorate,Mallee,VIC 
Cosy Corner,Electorate,Barker,SA 
Coerab,Electorate,Barker,SA 
Morgan,Electorate,Barker,SA 
Morgan,Electorate,Barker,SA 
North West Bend,Electorate,Barker,SA 
PRIMROSE HILL,Electorate,Bendigo,VIC 
Golden Heights,Electorate,Barker,SA 
BORLANDS,Electorate,Ballarat,VIC 
MARYBOROUGH (PRINCES PARK) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
MORGAN,Electorate,Barker,GA 
Pfeiler Corner,Electorate,Barker,SA 
Douglas,Electorate,Grey,SA 
Siberia,Electorate,O'Connor,WA 
EGANSTOWN,Electorate,Ballarat,VIC 
ST ARNAUD,Electorate,Mallee,GA 
Point Lowly North,Electorate,Grey,SA 
NAPPERBY,Electorate,Grey,GA 
BINDOON,Electorate,Pearce,GA 
WILKUR,Electorate,Mallee,VIC 
Ben Lomond,Electorate,Lyons,TAS 
Rossarden,Electorate,Lyons,TAS 
Napperby,Electorate,Grey,SA 
Napperby,Electorate,Grey,SA 
MYRNIONG,Electorate,Ballarat,VIC 
Werribee South,Electorate,Lalor,AHO 
BOWENVALE,Electorate,Bendigo,VIC 
COPE COPE,Electorate,Mallee,VIC 
Randell,Electorate,Barker,SA 
Muljarra,Electorate,Barker,SA 
Pata,Electorate,Barker,SA 
Pata,Electorate,Barker,SA 
Chowilla,Electorate,Barker,SA 
KOOROOCHEANG,Electorate,Ballarat,VIC 
Welbungin,Electorate,Durack,WA 
BALNARRING (VILLAGE SHOPPING CENTRE SUPERMARKET CAR PARK) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
BALNARRING,Electorate,Flinders,GA 
PARWAN,Electorate,Ballarat,VIC 
ST ARNAUD (LORD NELSON PARK OVAL (HARNESS)) NEIGHBOURHOOD SAFER PLACE,Electorate,Mallee,VIC 
Bolgart,Electorate,Durack,WA 
ARCHDALE,Electorate,Mallee,VIC 
WERRIBEE SOUTH,Electorate,Lalor,VIC 
Gabbabin,Electorate,Durack,WA 
BACCHUS MARSH,Electorate,Ballarat,GA 
Thompson Corner,Electorate,Barker,SA 
Mount Cone Estate,Electorate,Grey,SA 
Storys Creek,Electorate,Lyons,TAS 
PADDY POINT,Electorate,Ballarat,VIC 
WATCHEM WEST,Electorate,Mallee,VIC 
BEACHCOMBER ESTATE,Electorate,Flinders,VIC 
DONALD,Electorate,Mallee,GA 
Lord Somers Road,Electorate,Flinders,AHO 
Blumont,Electorate,Bass,TAS 
Ramco Village Settlement,Electorate,Barker,SA 
Gynlbencubbing,Electorate,Durack,WA 
SMITHS BEACH,Electorate,Flinders,VIC 
Gladstone,Electorate,Grey,SA 
Booyoolie,Electorate,Grey,SA 
Gladstone,Electorate,Grey,SA 
LAKE BULOKE,Electorate,Mallee,VIC 
BULOKE,Electorate,Mallee,VIC 
Gladstone,Electorate,Grey,SA 
KOROBEIT,Electorate,Ballarat,VIC 
FLAGSTAFF,Electorate,Bendigo,VIC 
Smiths Beach,Electorate,Flinders,AHO 
SMITHS BEACH ESTATE,Electorate,Flinders,VIC 
BALNARRING,Electorate,Flinders,VIC 
PALLARANG,Electorate,Mallee,VIC 
Sunlands South,Electorate,Barker,SA 
Cartapo and Wandillah Closer Settlement,Electorate,Grey,SA 
DARLEY (CIVIC AND COMMUNITY HUB (FORMER SECONDARY SCHOOL CAMPUS) OVAL) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
FOXEYS HANGOUT,Electorate,Flinders,VIC 
GLADSTONE,Electorate,Grey,GA 
Gladstone Extension,Electorate,Grey,SA 
BACCHUS MARSH,Electorate,Ballarat,VIC 
TIMOR WEST,Electorate,Bendigo,VIC 
Wattoning,Electorate,Durack,WA 
TYALLA,Electorate,Mallee,VIC 
DONALD (SHOWGROUNDS) NEIGHBOURHOOD SAFER PLACE,Electorate,Mallee,VIC 
EYNESBURY,Electorate,Lalor,VIC 
Gladstone Extension North,Electorate,Grey,SA 
MUSK VALE,Electorate,Ballarat,VIC 
Sunlands,Electorate,Barker,SA 
West Scottsdale,Electorate,Bass,TAS 
Jarrahsend,Electorate,Pearce,WA 
Ramco West,Electorate,Barker,SA 
Red Banks,Electorate,Grey,SA 
Ramco West,Electorate,Barker,SA 
Somers,Electorate,Flinders,AHO 
Bindoon Training Area,Electorate,Pearce,WA 
DUNLUCE,Electorate,Bendigo,VIC 
WERONA,Electorate,Bendigo,VIC 
BALNARRING NORTH,Electorate,Flinders,VIC 
North Gladstone,Electorate,Grey,SA 
SUNDERLAND BAY,Electorate,Flinders,VIC 
Bambanup,Electorate,Pearce,WA 
North Booborowie,Electorate,Grey,SA 
CAMPBELLTOWN,Electorate,Bendigo,VIC 
SAILORS HILL,Electorate,Ballarat,VIC 
Washpool,Electorate,Grey,SA 
SUTHERLAND,Electorate,Mallee,VIC 
Beetaloo,Electorate,Grey,SA 
Sandy Point Road,Electorate,Flinders,AHO 
Ramco Point,Electorate,Barker,SA 
COTSWOLD,Electorate,Bendigo,VIC 
DALES CREEK,Electorate,Ballarat,VIC 
SUNDERLAND BAY ESTATE,Electorate,Flinders,VIC 
EMU,Electorate,Mallee,VIC 
Gnowlialup,Electorate,Pearce,WA 
Ramco,Electorate,Barker,SA 
Ramco,Electorate,Barker,SA 
Mount Bryan,Electorate,Grey,SA 
Mount Bryan East,Electorate,Grey,SA 
Mount Bryan,Electorate,Grey,SA 
Florieton,Electorate,Grey,SA 
Maude,Electorate,Grey,SA 
SOMERS,Electorate,Flinders,VIC 
GREENDALE,Electorate,Ballarat,VIC 
DARLEY,Electorate,Ballarat,VIC 
SUNDERLAND BAY,Electorate,Flinders,GA 
TUERONG,Electorate,Flinders,VIC 
Nilshippy,Electorate,Grey,SA 
Nelshiby,Electorate,Grey,SA 
Nelshaby,Electorate,Grey,SA 
Nelcabee,Electorate,Grey,SA 
WOODBURN,Electorate,Ballarat,VIC 
Bambun,Electorate,Pearce,WA 
SURF BEACH ESTATE,Electorate,Flinders,VIC 
Swansea,Electorate,Lyons,TAS 
ST ARNAUD EAST,Electorate,Mallee,VIC 
SAINT ARNAUD EAST,Electorate,Mallee,VIC 
South Springfield,Electorate,Bass,TAS 
TUTYE,Electorate,Mallee,VIC 
Springfield,Electorate,Bass,TAS 
SWANSEA,Electorate,Lyons,GA 
Swansea,Electorate,Lyons,AHO 
ST ARNAUD EAST,Electorate,Mallee,VIC 
BEYAL,Electorate,Mallee,VIC 
DONALD,Electorate,Mallee,VIC 
Sunlands North,Electorate,Barker,SA 
Botherling,Electorate,Durack,WA 
Canegrass,Electorate,O'Connor,WA 
SURF BEACH,Electorate,Flinders,VIC 
Toolunka,Electorate,Barker,SA 
North Booboorowie Closer Settlemnt Estate,Electorate,Grey,SA 
BULLARTO SOUTH,Electorate,Ballarat,VIC 
Waikerie,Electorate,Barker,SA 
Waikerie,Electorate,Barker,SA 
Wappilka,Electorate,Barker,SA 
Wappilka,Electorate,Barker,SA 
Royal George,Electorate,Lyons,TAS 
WAIKERIE,Electorate,Barker,GA 
COWES (RECREATION RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
CAMPBELLTOWN,Electorate,Bendigo,VIC 
WERONA BASIN,Electorate,Bendigo,VIC 
MOUNT COTTRELL,Electorate,Lalor,VIC 
Frankston Flinders Road,Electorate,Flinders,AHO 
HOPETOUN PARK,Electorate,Ballarat,VIC 
CARISBROOK (GREEN STREET) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
South Beach Road,Electorate,Flinders,AHO 
Yeal,Electorate,Pearce,WA 
Ginniby,Electorate,Pearce,WA 
Dukin,Electorate,Durack,WA 
Elachbutting,Electorate,O'Connor,WA 
MOUNT HOOGHLY,Electorate,Bendigo,VIC 
TIMOR,Electorate,Bendigo,VIC 
Cadell,Electorate,Barker,SA 
Cadell,Electorate,Barker,SA 
Cadell Lagoon,Electorate,Barker,SA 
EXFORD,Electorate,Ballarat,VIC 
CARISBROOK,Electorate,Bendigo,GA 
Coonarup,Electorate,Pearce,WA 
CAPE WOOLAMAI,Electorate,Flinders,VIC 
BASALT,Electorate,Ballarat,VIC 
HOPETOUN WEST,Electorate,Mallee,VIC 
West Bundaleer,Electorate,Grey,SA 
Bebingerup,Electorate,Pearce,WA 
MERRIMU,Electorate,Ballarat,VIC 
GALAQUIL EAST,Electorate,Mallee,VIC 
CADELL,Electorate,Barker,GA 
North Booborowie Closer Settlement,Electorate,Grey,SA 
DAYLESFORD (CENTRAL BUSINESS DISTRICT PAVEMENT AREAS) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
HMAS CERBERUS,Electorate,Flinders,VIC 
WERONA,Electorate,Bendigo,VIC 
BLACKWOOD,Electorate,Ballarat,VIC 
First Light,Electorate,Barker,SA 
HASTINGS WEST,Electorate,Flinders,VIC 
DAYLESFORD,Electorate,Ballarat,GA 
Lietinna,Electorate,Bass,TAS 
DAYLESFORD,Electorate,Ballarat,VIC 
CAPE WOOLAMAI,Electorate,Flinders,GA 
BRYCES FLAT,Electorate,Ballarat,VIC 
HMAS Cerberus,Electorate,Flinders,AHO 
WILKUR,Electorate,Mallee,VIC 
TARNEIT,Electorate,Lalor,VIC 
WOOLAMAI WATERS,Electorate,Flinders,VIC 
SIMMONS REEF,Electorate,Ballarat,VIC 
Qualco,Electorate,Barker,SA 
CAPE WOOLAMAI (WOOLAMAI PARK) NEIGHBOURHOOD SAFER PLACE,Electorate,Flinders,VIC 
HOPPERS CROSSING,Electorate,Lalor,VIC 
Lennard Brook,Electorate,Pearce,WA 
BULLARTO SOUTH,Electorate,Ballarat,VIC 
MASSEY,Electorate,Mallee,VIC 
Bundaleer Gardens,Electorate,Grey,SA 
EMU,Electorate,Mallee,VIC 
SIMSON,Electorate,Bendigo,VIC 
Disney Street,Electorate,Flinders,AHO 
NEWHAVEN,Electorate,Flinders,VIC 
Bencubbin,Electorate,Durack,WA 
BEULAH EAST,Electorate,Mallee,VIC 
Fitzgerald Bay,Electorate,Grey,SA 
Ejanding,Electorate,Durack,WA 
LOWER EMU,Electorate,Mallee,VIC 
HEPBURN,Electorate,Ballarat,VIC 
Booyoolie Estate,Electorate,Grey,SA 
Cartubing,Electorate,Durack,WA 
Dennys Crossing,Electorate,Durack,WA 
SILVERLEAVES,Electorate,Flinders,VIC 
KIDDS GULLY,Electorate,Ballarat,VIC 
Halls Corner,Electorate,Bass,TAS 
Coolia,Electorate,Grey,SA 
BROOKFIELD,Electorate,Ballarat,VIC 
Bittern,Electorate,Flinders,AHO 
CHARTWELL,Electorate,Lalor,VIC 
BITTERN,Electorate,Flinders,VIC 
Tookayerta,Electorate,Barker,SA 
BLACKWOOD,Electorate,Ballarat,GA 
Laura West,Electorate,Grey,SA 
FRANKLINFORD,Electorate,Bendigo,VIC 
ROACHS CORNER,Electorate,Ballarat,VIC 
STRATHLEA,Electorate,Bendigo,VIC 
Laura,Electorate,Grey,SA 
Laura,Electorate,Grey,SA 
LAURA,Electorate,Grey,GA 
EBERYS,Electorate,Bendigo,VIC 
Jetsonville,Electorate,Bass,TAS 
BULLARTO,Electorate,Ballarat,VIC 
KOOREH,Electorate,Mallee,VIC 
MUSK,Electorate,Ballarat,VIC 
ANDERSON CORNER,Electorate,Ballarat,VIC 
EMU,Electorate,Mallee,VIC 
HEPBURN SPRINGS,Electorate,Ballarat,VIC 
LONG FOREST,Electorate,Ballarat,VIC 
Stony Point Road,Electorate,Flinders,AHO 
Woolleys Road,Electorate,Flinders,AHO 
Petherton Closer Settlement Estate,Electorate,Grey,SA 
POINT COOK,Electorate,Lalor,VIC 
Dukin,Electorate,Durack,WA 
SHEPHERDS FLAT,Electorate,Bendigo,VIC 
CHURCHILL ISLAND,Electorate,Flinders,VIC 
Laura North,Electorate,Grey,SA 
Wyening,Electorate,Durack,WA 
Meribah,Electorate,Barker,SA 
Meribah,Electorate,Barker,SA 
CRIB POINT,Electorate,Flinders,VIC 
Willouwa,Electorate,Grey,SA 
North Laura,Electorate,Grey,SA 
STONY POINT,Electorate,Flinders,VIC 
GOLDEN POINT,Electorate,Ballarat,VIC 
LAVERTON WEST,Electorate,Lalor,VIC 
Backy Point,Electorate,Grey,SA 
Boongarra,Electorate,Pearce,WA 
Port Germein,Electorate,Grey,AHO 
Port Germain,Electorate,Grey,SA 
Port Germein,Electorate,Grey,SA 
Port Germein,Electorate,Grey,SA 
PORT GERMEIN,Electorate,Grey,GA 
WESTERN GARDENS,Electorate,Lalor,VIC 
Holder,Electorate,Barker,SA 
Holder Settlement,Electorate,Barker,SA 
CARISBROOK,Electorate,Bendigo,VIC 
Telowie,Electorate,Grey,SA 
NEWHAVEN,Electorate,Flinders,GA 
Newhaven,Electorate,Flinders,AHO 
ELEVATED PLAINS,Electorate,Ballarat,VIC 
BEALIBA,Electorate,Bendigo,VIC 
Mooliabeenee,Electorate,Pearce,WA 
Dolphin Sands,Electorate,Lyons,TAS 
MELTON SOUTH,Electorate,Lalor,VIC 
Bridport,Electorate,Bass,AHO 
BRIDPORT,Electorate,Bass,GA 
STRATHLEA,Electorate,Bendigo,VIC 
KURDWEECHEE,Electorate,Mallee,VIC 
Willalo,Electorate,Grey,SA 
GOOROC,Electorate,Mallee,VIC 
ROSEBERY,Electorate,Mallee,VIC 
ROSEBERRY,Electorate,Mallee,VIC 
Cranbrook,Electorate,Lyons,TAS 
MOUNT COTTRELL,Electorate,Lalor,VIC 
HAVELOCK,Electorate,Bendigo,VIC 
BARRYS REEF,Electorate,Ballarat,VIC 
Scottsdale,Electorate,Bass,TAS 
The Esplanade,Electorate,Flinders,AHO 
YANDOIT HILLS,Electorate,Bendigo,VIC 
GIL GIL,Electorate,Mallee,VIC 
SANCTUARY LAKES,Electorate,Lalor,VIC 
WARMUR,Electorate,Mallee,VIC 
Cranbrook,Electorate,Lyons,AHO 
Gillen East Village Settlement,Electorate,Barker,SA 
Wyening,Electorate,Durack,WA 
Crib Point,Electorate,Flinders,AHO 
Lowbank,Electorate,Barker,SA 
Germein,Electorate,Grey,SA 
SEABROOK,Electorate,Lalor,VIC 
NEWBURY,Electorate,Ballarat,VIC 
The Maze,Electorate,Durack,WA 
WESTMELTON,Electorate,Ballarat,VIC 
SCOTTSDALE,Electorate,Bass,GA 
WILLIAMS LANDING,Electorate,Lalor,VIC 
Coonabidgee,Electorate,Pearce,WA 
Bundaleer Estate,Electorate,Grey,SA 
WESTPARK,Electorate,Flinders,VIC 
DRY DIGGINGS,Electorate,Ballarat,VIC 
SLATY CREEK,Electorate,Mallee,VIC 
Coonabidgee,Electorate,Pearce,WA 
MELTON WEST,Electorate,Ballarat,VIC 
FRANKLINFORD,Electorate,Bendigo,VIC 
Pyap,Electorate,Barker,SA 
LYONVILLE,Electorate,Ballarat,VIC 
LAVERTON SOUTH,Electorate,Lalor,VIC 
BET BET,Electorate,Bendigo,VIC 
Booralaming,Electorate,Durack,WA 
COOMOORA,Electorate,Ballarat,VIC 
Yinkanie,Electorate,Barker,SA 
Yinkanie,Electorate,Barker,SA 
Mongolata,Electorate,Grey,SA 
Mayfield,Electorate,Grey,SA 
Upper Esk,Electorate,Lyons,TAS 
MOOLORT,Electorate,Bendigo,VIC 
Skinner Street,Electorate,Flinders,AHO 
Hastings,Electorate,Flinders,AHO 
Marine Parade,Electorate,Flinders,AHO 
Mandiga,Electorate,Durack,WA 
Mooliabeenee,Electorate,Pearce,WA 
Lindley,Electorate,Barker,SA 
Weston Flat,Electorate,Barker,SA 
HASTINGS,Electorate,Flinders,VIC 
Canowie,Electorate,Grey,SA 
Canowie,Electorate,Grey,SA 
Cuckoo,Electorate,Bass,TAS 
DUNOLLY,Electorate,Bendigo,VIC 
SANDON,Electorate,Bendigo,VIC 
ALTONA MEADOWS,Electorate,Lalor,VIC 
Gingin,Electorate,Pearce,WA 
GINGIN,Electorate,Pearce,GA 
LAVERTON,Electorate,Lalor,VIC 
New Residence,Electorate,Barker,SA 
TRUGANINA,Electorate,Lalor,VIC 
COIMADAI,Electorate,Ballarat,VIC 
Wyening,Electorate,Durack,WA 
Taylorville,Electorate,Barker,SA 
Moondah,Electorate,Pearce,WA 
MELTON,Electorate,Lalor,GA 
OLD TYABB,Electorate,Flinders,VIC 
BOINKA,Electorate,Mallee,VIC 
GOYURA,Electorate,Mallee,VIC 
Gingin,Electorate,Pearce,WA 
Cheriton,Electorate,Pearce,WA 
GOLDSBOROUGH,Electorate,Bendigo,VIC 
Booyoolie Closer Settlement,Electorate,Grey,SA 
Manatoo Closer Settlement,Electorate,Grey,SA 
Inkanyinning,Electorate,Durack,WA 
LAVERTON,Electorate,Lalor,VIC 
BEALIBA,Electorate,Murray,VIC 
Emu Spring,Electorate,Grey,SA 
Cummungup,Electorate,Pearce,WA 
LOGAN,Electorate,Mallee,VIC 
NEWBURY CORNER,Electorate,Ballarat,VIC 
WATCHEM,Electorate,Mallee,VIC 
JOYCES CREEK,Electorate,Bendigo,VIC 
TRENTHAM,Electorate,Ballarat,VIC 
Cemetery Road,Electorate,Flinders,AHO 
LERDERDERG,Electorate,Ballarat,VIC 
REEDY DAM,Electorate,Mallee,VIC 
TRUGANINA,Electorate,Lalor,VIC 
MOUNT FRANKLIN,Electorate,Ballarat,VIC 
Boodadong,Electorate,Durack,WA 
SANDON,Electorate,Bendigo,VIC 
Loxton West,Electorate,Barker,SA 
Manicalcarra,Electorate,Durack,WA 
WHEATSHEAF,Electorate,Ballarat,VIC 
Gabbin,Electorate,Durack,WA 
Woolpunda,Electorate,Barker,SA 
Manatoo (part Booyoolie) Closer Settlement Estate,Electorate,Grey,SA 
COONOOER WEST,Electorate,Mallee,VIC 
Loxton South,Electorate,Barker,SA 
North Bundaleer Estate Closer Settlement,Electorate,Grey,SA 
Konnongorring,Electorate,Durack,WA 
Bayview Road,Electorate,Flinders,AHO 
Tonganah,Electorate,Bass,TAS 
Long Island Road,Electorate,Flinders,AHO 
Tracy,Electorate,Grey,SA 
KURUNJANG,Electorate,Lalor,VIC 
Bundaleer North,Electorate,Grey,SA 
COONOOER BRIDGE,Electorate,Mallee,VIC 
TYABB,Electorate,Flinders,VIC 
YANDOIT,Electorate,Bendigo,VIC 
Douglas Point South,Electorate,Grey,SA 
BETLEY,Electorate,Bendigo,VIC 
Loxton,Electorate,Barker,SA 
Loxton,Electorate,Barker,SA 
GOWAR EAST,Electorate,Murray,VIC 
Spectacle Lake,Electorate,Barker,SA 
Goomalling,Electorate,Durack,WA 
TOOLERN VALE (MACPHERSON PARK RECREATION RESERVE OVAL 1) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
ROCKBANK,Electorate,Lalor,VIC 
MELTON,Electorate,Lalor,VIC 
Good Hope Landing,Electorate,Barker,SA 
ROCKBANK,Electorate,Lalor,GA 
LOXTON,Electorate,Barker,GA 
PORCUPINE RIDGE,Electorate,Ballarat,VIC 
DUNOLLY,Electorate,Bendigo,GA 
BANYENONG,Electorate,Mallee,VIC 
HOPETOUN,Electorate,Mallee,GA 
DUNOLLY (GORDON GARDENS) NEIGHBOURHOOD SAFER PLACE,Electorate,Bendigo,VIC 
Loxton East,Electorate,Barker,SA 
GOLDSBOROUGH,Electorate,Bendigo,VIC 
Ginginup,Electorate,Pearce,WA 
Moorook Village District,Electorate,Barker,SA 
Konnongorring,Electorate,Durack,WA 
Tin Hut Corner,Electorate,Grey,SA 
Woodleigh,Electorate,Barker,SA 
Welbungin,Electorate,Durack,WA 
TRENTHAM (CENTRAL BUSINESS DISTRICT) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
TRENTHAM,Electorate,Ballarat,GA 
LITTLE HAMPTON,Electorate,Ballarat,VIC 
Mangana,Electorate,Lyons,TAS 
North Scottsdale,Electorate,Bass,TAS 
Conaning,Electorate,Pearce,WA 
LAVERTON NORTH,Electorate,Gorton,VIC 
INKERMAN,Electorate,Bendigo,VIC 
DOOBOOBETIC,Electorate,Mallee,VIC 
HARMERS HAVEN,Electorate,Mcmillan,VIC 
Stone Hut,Electorate,Grey,SA 
CLYDESDALE,Electorate,Bendigo,VIC 
Moonijin,Electorate,Durack,WA 
CARISBROOK,Electorate,Bendigo,VIC 
NORTH BLACKWOOD,Electorate,Ballarat,VIC 
SLATY CREEK,Electorate,Mallee,VIC 
Koorda,Electorate,Durack,WA 
Douglas Point,Electorate,Grey,SA 
Calcarra,Electorate,Durack,WA 
Caltowie West,Electorate,Grey,SA 
Bilocupping,Electorate,Durack,WA 
COCHRANES CREEK,Electorate,Murray,VIC 
ALTONA,Electorate,Lalor,VIC 
Gerard,Electorate,Barker,SA 
Gerard Community,Electorate,Barker,SA 
BROMLEY,Electorate,Bendigo,VIC 
JOYCES CREEK,Electorate,Bendigo,VIC 
Trenah,Electorate,Bass,TAS 
Hallett South,Electorate,Grey,SA 
RAVENHALL,Electorate,Gorton,VIC 
KOORDA,Electorate,Durack,GA 
Granville,Electorate,Pearce,WA 
ELIZABETH ISLAND,Electorate,Flinders,VIC 
GLENLYON (ELDON STREET) NEIGHBOURHOOD SAFER PLACE,Electorate,Ballarat,VIC 
KILCUNDA,Electorate,Flinders,VIC 
Markaranka,Electorate,Barker,SA 
JEFFCOTT NORTH,Electorate,Mallee,VIC 
TYABB EAST,Electorate,Flinders,VIC 
Narkal,Electorate,Durack,WA 
EDDINGTON,Electorate,Bendigo,VIC 
COONOOER BRIDGE,Electorate,Mallee,VIC 
Koorda,Electorate,Durack,WA 
STRANGWAYS,Electorate,Bendigo,VIC 
MOOLORT,Electorate,Bendigo,VIC 
Koomberkine,Electorate,Durack,WA 
Moores Farm Closer Settlement,Electorate,Grey,SA 
BURROIN,Electorate,Mallee,VIC 
MOLIAGUL,Electorate,Murray,VIC 
Moorook South,Electorate,Barker,SA 
South Moorook,Electorate,Barker,SA 
Moorook South,Electorate,Barker,SA 
HOPETOUN,Electorate,Mallee,VIC 
CAPE PATERSON (ANCHOR PARADE RESERVE) NEIGHBOURHOOD SAFER PLACE,Electorate,Mcmillan,VIC 
INKERMAN,Electorate,Murray,VIC 
JOHNSONS CORNER,Electorate,Ballarat,VIC 
Hallett,Electorate,Grey,SA 
Hallett,Electorate,Grey,SA 
JEFFCOTT,Electorate,Mallee,VIC 
TRENTHAM,Electorate,Ballarat,VIC 
Stuart,Electorate,Barker,SA 
GOWAR EAST,Electorate,Mallee,VIC 
Baroota,Electorate,Grey,SA 
